Date,EMU,FAR EAST,JAPAN,NORTH AMERICA,PACIFIC ex JAPAN
10/05/2005,378.54,2401.21,2349.42,1192.83,821.97
11/05/2005,375.85,2390.43,2338.44,1196.3,822.82
12/05/2005,375.25,2363.95,2309.08,1184.42,820.78
13/05/2005,373.47,2343.96,2288.46,1178.43,813.02
16/05/2005,372.2,2324.19,2267.19,1189.58,801.98
17/05/2005,371.76,2305.37,2249.02,1197.93,798.43
18/05/2005,377.71,2299.36,2242.66,1209.8,803.63
19/05/2005,378.89,2333.77,2279.72,1215.71,811.32
20/05/2005,377.03,2320.54,2265.48,1213.94,809.08
23/05/2005,380.06,2345.58,2293.02,1218.74,817.34
24/05/2005,379.19,2348.84,2295.11,1219.16,823.16
25/05/2005,379.23,2322.91,2269.38,1214.65,818.88
26/05/2005,380.01,2313.8,2260.19,1222.39,816.96
27/05/2005,380.38,2334.28,2280.46,1224.13,822.62
30/05/2005,379.95,2354.51,2300.59,1224.79,826.56
31/05/2005,374.31,2357.36,2304.62,1216.82,818.42
01/06/2005,377.04,2356.52,2303.62,1228.01,819.61
02/06/2005,377.98,2354.97,2301.94,1230.09,827.15
03/06/2005,376.29,2368.63,2316.39,1222.65,831.3
06/06/2005,375.01,2381.4,2329.2,1224.19,838.91
07/06/2005,378.27,2372.71,2319.84,1223.61,842.35
08/06/2005,379.49,2383.63,2331.18,1221.47,845.58
09/06/2005,375.1,2347.26,2291.28,1227.47,842.55
10/06/2005,375.39,2352.01,2295.74,1225.22,840.72
13/06/2005,374.44,2330.64,2272.74,1227.77,839.78
14/06/2005,374.97,2337.87,2281.32,1230.5,842.96
15/06/2005,375.35,2351.21,2295.34,1234.15,847.97
16/06/2005,376.33,2358.77,2304.3,1239.55,853.28
17/06/2005,382.7,2384.42,2330.22,1245.18,866.9
20/06/2005,377.91,2369.77,2314.8,1245.14,863.96
21/06/2005,379.68,2387.62,2333.71,1242.24,865.21
22/06/2005,380.19,2390.56,2334.17,1243.11,866.03
23/06/2005,378.58,2393.81,2336.57,1230.29,860.74
24/06/2005,376.47,2382.67,2323.8,1221.66,854.14
27/06/2005,375.47,2359.28,2299.28,1221.19,852.2
28/06/2005,376.13,2364.78,2305.19,1232.02,855.85
29/06/2005,378.02,2367.96,2308.51,1230.56,851.8
30/06/2005,379.49,2361.88,2301.57,1221.71,854.6
01/07/2005,378.01,2352.99,2292.23,1223.96,845.18
04/07/2005,376.6,2361.25,2301.02,1224.13,846.48
05/07/2005,375.81,2354.78,2294.79,1234.99,840.99
06/07/2005,378.21,2352.8,2291.74,1226.63,839.88
07/07/2005,372.97,2342.76,2282.9,1229.81,830.93
08/07/2005,378.1,2333.72,2273.39,1244.47,831.28
11/07/2005,385.12,2356.91,2295.14,1252.33,842.9
12/07/2005,388.2,2375.98,2315.55,1255.46,850.29
13/07/2005,387.31,2352.14,2287.76,1256,847.94
14/07/2005,389.5,2367.61,2301.26,1257.94,857.1
15/07/2005,387.41,2370.64,2303.42,1259.29,855.05
18/07/2005,387.87,2381.65,2313.73,1253.01,859.92
19/07/2005,389.91,2356.76,2285.48,1262.14,855.43
20/07/2005,389.72,2353.62,2280.34,1267.94,863.52
21/07/2005,393.24,2409.32,2339.59,1259.94,878.32
22/07/2005,392.61,2392.18,2318,1266.65,887.83
25/07/2005,391.34,2380.55,2306.33,1261.5,883.83
26/07/2005,390.47,2365.75,2291,1263.33,879.54
27/07/2005,392.34,2382.25,2307.74,1269.34,879.56
28/07/2005,395.89,2385.82,2310.79,1276.1,879.09
29/07/2005,397.25,2399.11,2324.42,1267.4,885.6
01/08/2005,399.2,2410.38,2335.21,1269.48,886.65
02/08/2005,402.09,2425.94,2349.76,1279.41,892.54
03/08/2005,405.57,2437.4,2362,1279.58,896.03
04/08/2005,404.09,2419.91,2343.27,1271.12,898.15
05/08/2005,400.25,2379.36,2301.04,1260.27,892.38
08/08/2005,402.65,2389.95,2312.05,1257.2,895.24
09/08/2005,405.86,2405.77,2330.84,1264.76,890.91
10/08/2005,411.18,2475.5,2405.09,1263.38,896.93
11/08/2005,411.15,2517.41,2452.05,1272.77,908.09
12/08/2005,408.72,2530.44,2466.83,1266.4,908.47
15/08/2005,405.81,2535.26,2473.45,1269.01,901.87
16/08/2005,402.71,2546.09,2483.96,1254.5,906.12
17/08/2005,400.8,2534.73,2471.67,1254.52,900.74
18/08/2005,394.98,2518.97,2458.32,1251.64,887.12
19/08/2005,398.5,2509.81,2449.71,1253.46,884.75
22/08/2005,402.06,2566.7,2509.68,1256.2,896.55
23/08/2005,398.1,2562.52,2508.9,1252.61,890.09
24/08/2005,399.08,2561.95,2510,1245.61,883.75
25/08/2005,396.63,2554.4,2501.66,1249.07,883.2
26/08/2005,394.65,2571.66,2518.97,1241.08,888.24
29/08/2005,394.07,2524.2,2469.75,1248.65,873.1
30/08/2005,391.07,2536.2,2482.08,1245.22,875.44
31/08/2005,398.05,2539.92,2485.89,1258.02,879.55
01/09/2005,405.68,2578.42,2523.38,1260.09,899.51
02/09/2005,407.71,2598.52,2543.88,1256.23,899.6
05/09/2005,409.66,2624.87,2573.08,1256.14,900.44
06/09/2005,412.33,2605.13,2552.52,1271.06,899.58
07/09/2005,412.42,2596.72,2542.5,1274.3,905.25
08/09/2005,411.03,2576.38,2520.57,1269.58,904.96
09/09/2005,413.06,2623.29,2571.17,1280.46,907.02
12/09/2005,408.16,2651.38,2600.45,1279.14,906.71
13/09/2005,404.8,2638.41,2588.62,1270.29,905.03
14/09/2005,407.1,2646.09,2596.64,1266.78,912.19
15/09/2005,404.31,2666.69,2619.9,1267.19,906.84
16/09/2005,407.27,2646.02,2599.07,1277.35,910.23
19/09/2005,403.96,2646.95,2600.7,1271.95,909.56
20/09/2005,406.88,2689.98,2645,1262.45,918.43
21/09/2005,403.8,2706.8,2664.2,1251.9,915.3
22/09/2005,399.49,2692.66,2649.79,1255.3,909.14
23/09/2005,399.3,2678.47,2634.9,1256.04,903.96
26/09/2005,404.46,2730.17,2689.12,1257.4,913.1
27/09/2005,401.97,2692.74,2649.88,1257.2,911.47
28/09/2005,406.48,2742.35,2703.65,1257.59,913.79
29/09/2005,405.15,2802.5,2767.32,1268.47,924.66
30/09/2005,408.68,2769.8,2731.05,1271.21,924.96
03/10/2005,406.15,2746.41,2705.66,1270.14,922.66
04/10/2005,408.94,2768.38,2728.73,1256.42,925.1
05/10/2005,405.14,2753.35,2714.45,1236.57,903.54
06/10/2005,406.92,2686.53,2645.85,1230.11,887.68
07/10/2005,405.16,2683.13,2641.56,1235.34,886.02
10/10/2005,403.56,2674.87,2630.93,1227.08,892.75
11/10/2005,402.58,2734.22,2695.59,1224.58,883.27
12/10/2005,400.62,2726.59,2692.01,1216.22,885.56
13/10/2005,393.41,2715.97,2680.02,1214.29,874.62
14/10/2005,399.46,2715.8,2681.69,1224.07,873.79
17/10/2005,398.43,2690.86,2654.99,1228.54,874.05
18/10/2005,392.85,2671.8,2633.83,1214.86,875.69
19/10/2005,387.66,2646.99,2612.3,1233.12,861.68
20/10/2005,388.15,2654.77,2620.61,1214.46,865.64
21/10/2005,387.64,2653.9,2618.1,1217.65,861.98
24/10/2005,390.89,2641.76,2607.04,1237.13,858.22
25/10/2005,393.29,2685.72,2654.76,1234.94,866.3
26/10/2005,393.83,2685.71,2654.79,1229.34,873.4
27/10/2005,389.37,2720.95,2695.66,1216.67,872.46
28/10/2005,388.09,2695.8,2670.33,1235.42,858.33
31/10/2005,392.4,2723.74,2697.89,1244.57,869.11
01/11/2005,392.64,2770.72,2746.23,1240.72,872.66
02/11/2005,396.24,2773.49,2747.48,1254.73,869.18
03/11/2005,398.87,2767.38,2740.44,1260.92,877.6
04/11/2005,391.86,2781.29,2756.55,1261.44,869.44
07/11/2005,392.44,2791.38,2770.61,1263.19,866.5
08/11/2005,391.11,2803.4,2783.41,1258.38,873.29
09/11/2005,389.93,2788.83,2766.05,1260.54,870.51
10/11/2005,390.58,2770.27,2746.22,1269.95,869.91
11/11/2005,393.69,2787.93,2763.51,1274.3,876.91
14/11/2005,394.02,2744.44,2718.36,1273.31,875.73
15/11/2005,392.79,2727.26,2700.42,1268.52,876.04
16/11/2005,390.4,2747.57,2722.41,1271.78,879.35
17/11/2005,394.32,2806.22,2784.38,1283.94,885.51
18/11/2005,396.05,2834.44,2812.28,1288.78,891.29
21/11/2005,398.85,2846.17,2825.81,1296.72,891.83
22/11/2005,398.36,2829.41,2808,1304,886.16
23/11/2005,403.14,2844.85,2820.54,1309.02,892.91
24/11/2005,401.92,2831.86,2805.09,1310.14,900.68
25/11/2005,400.99,2831.8,2805.78,1312.5,895.94
28/11/2005,401.56,2868.58,2845.21,1301.13,899.61
29/11/2005,401.55,2856.47,2833.49,1301.01,895.9
30/11/2005,400.85,2836.51,2812.8,1292.7,895.22
01/12/2005,403.83,2859.62,2836.76,1308.96,890.36
02/12/2005,405.11,2898.16,2877.03,1310.05,901.96
05/12/2005,405.82,2911.64,2891.84,1307.09,905.49
06/12/2005,408.5,2897.38,2878.76,1309.14,904.68
07/12/2005,406.05,2915.83,2897.38,1303.11,902.1
08/12/2005,410.32,2869.93,2849.99,1302.4,894.04
09/12/2005,409.93,2910.72,2892.86,1305.43,897.93
12/12/2005,415.26,2966.73,2953.02,1307.26,905.95
13/12/2005,415.3,2981.08,2969.1,1314.6,901.99
14/12/2005,417.85,3005.86,2995.48,1319.29,909.28
15/12/2005,415.31,2981.65,2967.82,1316.9,904.12
16/12/2005,420.83,2993.3,2981.23,1313.72,901.41
19/12/2005,420.06,3006.81,2993.61,1305.64,906.3
20/12/2005,416.83,3027.82,3016.98,1305.17,901.98
21/12/2005,417.48,3055.05,3046.01,1308.6,906.88
22/12/2005,419.34,3078.03,3071.63,1314.09,903.26
23/12/2005,420.48,3086.74,3079.94,1314.64,904.24
26/12/2005,420.48,3103.14,3097.88,1314.64,904.24
27/12/2005,421.85,3063.58,3054.32,1302.44,903.13
28/12/2005,423.19,3085.28,3078.55,1304.96,910.15
29/12/2005,421.89,3091,3084.44,1301.38,913.79
30/12/2005,416.75,3060.95,3052.98,1295.09,912.43
02/01/2006,419.6,3060.95,3052.98,1295.09,912.43
03/01/2006,427.9,3095.88,3089.23,1317.32,918.89
04/01/2006,436.22,3150.13,3144.49,1322.93,935.58
05/01/2006,435.92,3182.33,3178.43,1322.38,937.55
06/01/2006,439.75,3211.8,3208.43,1335.08,940.19
09/01/2006,437.95,3223.14,3217.42,1338.99,949.16
10/01/2006,435.32,3170.06,3159.01,1339.47,947.4
11/01/2006,439.42,3200.72,3192.14,1344.09,953.28
12/01/2006,437.76,3225.47,3218.74,1335.45,951.53
13/01/2006,435.15,3213.48,3205.3,1337.03,951.9
16/01/2006,438.53,3172.16,3161.31,1338.11,951.6
17/01/2006,432.9,3087,3071.06,1332.78,950.43
18/01/2006,430.2,3013.62,2991.64,1326.12,936.87
19/01/2006,433.88,3091.3,3073.82,1334.34,945.45
20/01/2006,428.87,3100.11,3083.83,1311.34,947.82
23/01/2006,434.75,3057.25,3039.62,1315.18,943.77
24/01/2006,433.96,3095.05,3079.35,1318.13,945.45
25/01/2006,438.43,3076.48,3058.03,1315.72,953.36
26/01/2006,444.25,3111.47,3095.9,1325.24,955.63
27/01/2006,445.41,3181.29,3168.5,1335.47,964.73
30/01/2006,443.13,3187.93,3176.15,1337.94,965.83
31/01/2006,446.13,3216.42,3206.83,1334.05,970.74
01/02/2006,449.13,3169.88,3156.33,1335.8,973.24
02/02/2006,443.62,3183.96,3172.28,1323.9,965.16
03/02/2006,440.94,3154.75,3144.35,1317,952.86
06/02/2006,441.42,3168.75,3157.65,1319.37,954.96
07/02/2006,440.44,3184.64,3174.6,1306.82,952.52
08/02/2006,439.46,3097.48,3081.8,1316.11,937.77
09/02/2006,444.93,3120.52,3105.96,1314.35,944.79
10/02/2006,440.74,3106.15,3090.68,1316.42,942.69
13/02/2006,443.6,3040.08,3019.19,1310.54,935.55
14/02/2006,442.76,3084.07,3065.33,1323.36,942.22
15/02/2006,443.49,3062.09,3041.93,1327.34,940.64
16/02/2006,445.66,3075.29,3056.04,1337.28,934.95
17/02/2006,448.61,3020.91,2996.89,1336.09,932.65
20/02/2006,449.99,2977.74,2947.69,1337.06,942.95
21/02/2006,449.57,3028.41,3002.84,1332.83,946.76
22/02/2006,452.58,3026.81,3002.34,1341.66,943.68
23/02/2006,454.01,3116.7,3097.44,1336.63,953.75
24/02/2006,453.43,3134.31,3115.86,1338.92,951.7
27/02/2006,454.77,3182.82,3166.52,1343.78,956.52
28/02/2006,450.32,3193.78,3178.95,1330.89,959.5
01/03/2006,454.39,3146.02,3126.6,1342.1,951.52
02/03/2006,451.9,3139.74,3118.75,1341.63,961.16
03/03/2006,450.64,3095.75,3071.23,1339.99,957.23
06/03/2006,453.13,3096.25,3071.63,1330.26,956.95
07/03/2006,446.47,3071.14,3048.43,1326.35,942.85
08/03/2006,444.92,3048.66,3024.57,1327.1,940.61
09/03/2006,449.02,3112.36,3093.74,1320.5,945.15
10/03/2006,451.66,3085.28,3064.75,1329.44,939.44
13/03/2006,456.95,3131.22,3112.73,1332.29,951.46
14/03/2006,461.15,3153.11,3137.04,1346.51,951.97
15/03/2006,463.23,3156.96,3138.62,1352.81,958.32
16/03/2006,467.97,3131.64,3110.55,1354.88,959.48
17/03/2006,469.03,3188.81,3172.19,1355.97,954.04
20/03/2006,470.51,3229.72,3215.18,1353.19,953.98
21/03/2006,468.01,3209.57,3194.31,1345.5,946.11
22/03/2006,469.32,3204.44,3191.04,1352.84,949.7
23/03/2006,464.89,3173.79,3156.01,1350.22,949.52
24/03/2006,467.49,3191.03,3174.28,1352.84,947.33
27/03/2006,463.99,3229.83,3214.23,1350.63,952.32
28/03/2006,463.78,3221.86,3205.17,1342.66,955.3
29/03/2006,462.32,3220.26,3204.69,1353.4,949.57
30/03/2006,472.88,3269.37,3257.03,1352.09,963.26
31/03/2006,469.49,3256.91,3243.41,1346.32,964.32
03/04/2006,472.93,3303.5,3290.91,1349.06,978.57
04/04/2006,476.16,3306.55,3294.23,1356.85,979.04
05/04/2006,478.06,3301.55,3288.23,1363.54,991.85
06/04/2006,476.95,3358.45,3345.55,1362.02,1005.16
07/04/2006,468.78,3364.92,3351.87,1349.08,1002.94
10/04/2006,470.22,3343.2,3328.24,1350.21,997.86
11/04/2006,464.41,3324.46,3308.68,1339.73,1006.43
12/04/2006,462.13,3280.32,3262.22,1340.6,996.96
13/04/2006,461.75,3284.43,3265.25,1341.97,992.37
14/04/2006,461.75,3285.83,3266.78,1341.97,992.37
17/04/2006,469.09,3266.25,3244.69,1339.39,1004.7
18/04/2006,467.97,3304.94,3285.02,1361.95,1015.3
19/04/2006,475.97,3317.36,3295.15,1365.16,1030.2
20/04/2006,479.32,3331.43,3308.98,1364.95,1021.63
21/04/2006,484.09,3365.21,3344.37,1365.41,1026.34
24/04/2006,482.55,3337.69,3315.49,1361.94,1026.94
25/04/2006,484.58,3350.32,3331.54,1356.62,1026.71
26/04/2006,487.79,3354.44,3335.15,1360.3,1041.94
27/04/2006,488.82,3389.08,3371.3,1364.42,1043.82
28/04/2006,487.71,3358.27,3336.86,1365.57,1040.74
01/05/2006,488.56,3393.92,3375.53,1360.86,1050.44
02/05/2006,492.52,3428.88,3410.25,1368.99,1050.84
03/05/2006,487.29,3420.23,3397.64,1363.29,1060.36
04/05/2006,493.06,3421.48,3400.19,1367.47,1049.78
05/05/2006,498.96,3454.42,3436.35,1382.08,1056.63
08/05/2006,499.17,3516.08,3500.2,1381.09,1067.72
09/05/2006,502.45,3508.79,3496.8,1382.55,1066.75
10/05/2006,501.24,3483.19,3470.19,1380.12,1070.52
11/05/2006,499.01,3454.71,3438.9,1362.61,1073.68
12/05/2006,490.36,3415.95,3398.75,1346.63,1064.7
15/05/2006,482,3400.61,3391.78,1347.46,1031.89
16/05/2006,483.48,3336.12,3323.25,1345.25,1032.29
17/05/2006,466.46,3373.14,3359.82,1322.76,1031.62
18/05/2006,465.86,3293.29,3278.83,1312.46,1015.26
19/05/2006,463.7,3261,3244.42,1317.33,1000.81
22/05/2006,454.39,3211.37,3198.3,1312.74,981.18
23/05/2006,466.43,3166.28,3148.2,1306.92,983.9
24/05/2006,457.78,3185.36,3170.02,1307.36,982.22
25/05/2006,464.8,3154.75,3139.24,1324.8,975.49
26/05/2006,471.13,3197.08,3180.95,1332.22,990.75
29/05/2006,471.03,3203.18,3187.98,1333.24,999.84
30/05/2006,465.09,3216.09,3203.2,1312.92,1001.93
31/05/2006,468.58,3145.36,3128.65,1322.65,975.2
01/06/2006,469.21,3147.74,3133.65,1339.03,974.46
02/06/2006,473.35,3219.04,3208.01,1342.52,984.07
05/06/2006,469.89,3189.41,3175.1,1317.98,989.89
06/06/2006,454.58,3097.42,3075.32,1314.45,969.83
07/06/2006,456.34,3028.7,3004.62,1305.16,962.43
08/06/2006,439.26,2917.48,2891.41,1304.9,940.66
09/06/2006,446.1,2960.06,2934.81,1300.91,958.29
12/06/2006,439.44,2962.09,2937.31,1283.5,955.6
13/06/2006,429.02,2837.63,2808.46,1267.76,924.53
14/06/2006,431.51,2857.32,2831.12,1274.39,925.08
15/06/2006,442.33,2892.48,2865.97,1302.11,928.72
16/06/2006,439.85,2987.05,2961.63,1297.32,950.38
19/06/2006,440.48,2956.93,2930.93,1284.16,937.92
20/06/2006,443.5,2935.94,2911.12,1284.11,930.23
21/06/2006,446.91,2929.36,2903.56,1298.5,936.07
22/06/2006,447.01,2991.75,2968.28,1290.98,951.09
23/06/2006,445.59,2977.04,2953.13,1291.3,942.84
26/06/2006,446,2982.71,2958.49,1298.32,942.19
27/06/2006,444.41,2986.01,2962.67,1286.58,949.4
28/06/2006,441.43,2942.9,2917.13,1292.93,935.63
29/06/2006,450.34,2990.27,2964.9,1321.86,948.82
30/06/2006,467.42,3115.2,3092.83,1320.77,978
03/07/2006,469.99,3116.11,3093.03,1330.72,981.75
04/07/2006,470.65,3134.58,3111.93,1332.37,987.26
05/07/2006,461.61,3081.44,3057.29,1321.11,977.22
06/07/2006,467.3,3067.22,3038.97,1324.04,986.94
07/07/2006,468.33,3098.92,3073.31,1315.43,995.2
10/07/2006,467.25,3135.8,3113.26,1315.85,993.32
11/07/2006,462.12,3112.69,3090.84,1321.23,988.54
12/07/2006,461.75,3043.29,3014.67,1306.96,992.39
13/07/2006,453.89,3025.67,2998.31,1290.07,985.9
14/07/2006,445.42,2945.29,2914.19,1284.11,964.29
17/07/2006,438.81,2923.15,2894.29,1280.7,954.54
18/07/2006,436.8,2841.73,2804.19,1282.75,950.91
19/07/2006,450.34,2851.78,2815.12,1306.68,947.68
20/07/2006,454.71,2956.24,2923.11,1293.96,970.44
21/07/2006,451.19,2949.64,2916.55,1283.85,966.58
24/07/2006,457.68,2934.18,2899.71,1305.17,962.55
25/07/2006,457.92,2972.03,2938.82,1315.04,974.54
26/07/2006,458.61,2949.8,2913.38,1315.49,972.01
27/07/2006,468.14,3025.46,2991.78,1309.35,990.3
28/07/2006,472.38,3075.95,3047.96,1325.25,984.73
31/07/2006,470.76,3102.89,3075.62,1323.8,989.61
01/08/2006,465.18,3076.53,3047.26,1318.05,984.71
02/08/2006,473.76,3095.19,3065.8,1326.99,982.49
03/08/2006,469.67,3086.41,3055.65,1328.48,987.98
04/08/2006,478.99,3108.62,3081.58,1327.12,985.76
07/08/2006,471.12,3033.98,2999.66,1324.45,985.72
08/08/2006,471.4,3075.46,3044.27,1320.26,992.18
09/08/2006,476.91,3104.58,3073.3,1314.7,990.49
10/08/2006,468.89,3101.91,3072.66,1319.4,988.28
11/08/2006,468.57,3077.17,3044.81,1314.5,988.81
14/08/2006,472.74,3109.03,3078.86,1314.75,986.15
15/08/2006,479.24,3125.6,3097.13,1333.09,984.94
16/08/2006,485.18,3178.76,3151.74,1344.3,996.38
17/08/2006,487.19,3190.11,3163.14,1346.47,1004.84
18/08/2006,484.83,3202.43,3175.5,1350.44,1001.86
21/08/2006,486.74,3164.04,3137.08,1346.93,1004.37
22/08/2006,484.66,3183.74,3157.01,1348.77,1007.27
23/08/2006,480.63,3178.72,3152.36,1343.45,1007.09
24/08/2006,483.31,3148.61,3123.29,1345.49,991.05
25/08/2006,481.67,3118.8,3090.58,1344.51,988.91
28/08/2006,486.23,3087.65,3058.95,1351.51,989.08
29/08/2006,485.29,3125.03,3096.47,1353.3,1000.3
30/08/2006,490.3,3117.72,3085.33,1353.94,1006.32
31/08/2006,488.2,3153.31,3121.39,1354.1,1014.86
01/09/2006,490.29,3152.56,3119.01,1361.99,1014.86
04/09/2006,494.84,3217.87,3187.55,1361.94,1026.8
05/09/2006,490.43,3214.93,3185.38,1364.29,1027.66
06/09/2006,484.66,3184.77,3153.78,1350.13,1017.84
07/09/2006,478.56,3133.97,3100.53,1343,1008.53
08/09/2006,477.76,3139.07,3104.99,1346.48,1004.28
11/09/2006,477.45,3070.4,3033.85,1344.82,988.5
12/09/2006,482.9,3053.04,3014.04,1358.83,984.96
13/09/2006,484.29,3058.7,3017.5,1364.3,991.8
14/09/2006,486.62,3091.14,3052.54,1361.52,1001.67
15/09/2006,484.82,3078.94,3038.25,1364.57,996.17
18/09/2006,485.97,3071.83,3027.43,1367.1,1004.29
19/09/2006,483.53,3088.04,3045.3,1363.32,1005.23
20/09/2006,489.85,3047.5,3000.82,1368.83,994.8
21/09/2006,492.09,3078.9,3033.63,1362.17,998.15
22/09/2006,489.95,3056.58,3011.55,1358.66,990.4
25/09/2006,487.91,3043.54,2998.24,1370.19,987.58
26/09/2006,491.41,3012.43,2966.31,1380.41,986.73
27/09/2006,496.48,3080.57,3037.57,1382.28,1002.64
28/09/2006,496.28,3089.58,3047.1,1385.65,1003.55
29/09/2006,496.07,3098.69,3057.4,1381.54,1007.21
02/10/2006,498.27,3133.67,3094.05,1377.12,1012.97
03/10/2006,496.4,3117.98,3076.48,1377.04,1011.72
04/10/2006,498.12,3090.75,3046.66,1392.97,1005.11
05/10/2006,501.43,3158.56,3116.42,1397.73,1021.52
06/10/2006,497.3,3132.98,3088.14,1393.29,1018.77
09/10/2006,498.42,3126.1,3084,1395.43,1013.52
10/10/2006,498.93,3120.65,3075.74,1398.2,1021.75
11/10/2006,500.16,3104.61,3058.4,1392.95,1027.42
12/10/2006,503.51,3093.36,3045.96,1406.43,1028.39
13/10/2006,501.88,3110.46,3062.65,1410.85,1034.54
16/10/2006,503.5,3154.81,3110.95,1415.83,1040.45
17/10/2006,498.3,3152.41,3109.95,1409.95,1035.07
18/10/2006,502.3,3145.07,3101.16,1411.74,1040.62
19/10/2006,505.4,3154.73,3110.88,1413.92,1041.6
20/10/2006,507.12,3163.82,3117.91,1415.39,1050.84
23/10/2006,507.37,3176.42,3131.88,1424.14,1050.64
24/10/2006,506.96,3180.57,3135.81,1424.66,1048.59
25/10/2006,509.88,3174.04,3127.56,1431.03,1056.35
26/10/2006,513.74,3210.1,3164.32,1438.83,1066.67
27/10/2006,514.64,3209.65,3164.19,1427.55,1067.42
30/10/2006,512.65,3157.9,3109.42,1427.72,1072.58
31/10/2006,514.94,3158.93,3110.49,1428.6,1075.26
01/11/2006,516.75,3174.53,3124.58,1416.24,1084.29
02/11/2006,512.5,3166.93,3115.03,1416.19,1083.16
03/11/2006,512.26,3143.72,3089.7,1414.66,1082.2
06/11/2006,518.75,3134.54,3078.56,1430.24,1086.11
07/11/2006,525.19,3161.94,3105.29,1433.01,1100.8
08/11/2006,523.49,3119.95,3060.36,1436.93,1088.76
09/11/2006,525.13,3097.96,3035.32,1430.05,1082.34
10/11/2006,527.37,3104.51,3041.93,1432.05,1084.63
13/11/2006,528.02,3070.02,3005.13,1434.68,1077.59
14/11/2006,527.41,3126.83,3065.74,1443.15,1083.74
15/11/2006,530.84,3113.92,3048.53,1447.48,1085.76
16/11/2006,531.24,3096.8,3027.85,1449.8,1085.52
17/11/2006,528.45,3095.39,3023.98,1450.88,1090.95
20/11/2006,529.22,3013.28,2938.16,1450.59,1074.27
21/11/2006,530.53,3022.57,2945.53,1454.32,1082.86
22/11/2006,535.85,3089.46,3013.53,1458.05,1104.15
23/11/2006,535.27,3100.92,3025.72,1458.76,1107.28
24/11/2006,537.01,3079.42,3003.44,1454.58,1106.67
27/11/2006,529.29,3100.01,3024.31,1435.16,1108.1
28/11/2006,528.77,3089.13,3021.26,1439.52,1092.83
29/11/2006,536.12,3139.55,3072.55,1452.83,1109.31
30/11/2006,535.66,3197,3131.9,1454.33,1121.72
01/12/2006,533.01,3208.94,3147.81,1451.05,1113.78
04/12/2006,536.48,3209.03,3145.1,1463.48,1111.96
05/12/2006,541.06,3208.55,3139.01,1469.34,1114.66
06/12/2006,541.48,3244.35,3176.76,1467.08,1124.43
07/12/2006,543.67,3251.16,3185.61,1461.36,1125.22
08/12/2006,544.71,3229.31,3164.63,1463.49,1116.38
11/12/2006,544.46,3213.83,3144.92,1466.2,1118.74
12/12/2006,546.16,3228.68,3161.88,1463.92,1120.26
13/12/2006,549.63,3226.83,3161.9,1465.6,1121.88
14/12/2006,550.28,3246.96,3178.71,1477.69,1135.93
15/12/2006,549.92,3259.76,3188.22,1477.42,1138.62
18/12/2006,548.71,3265.06,3192.82,1471.84,1139.25
19/12/2006,549.24,3225.54,3155.28,1474.75,1133.55
20/12/2006,552.5,3261.59,3191.13,1473.67,1147.63
21/12/2006,551.06,3270.03,3200.99,1467.5,1141.23
22/12/2006,546.13,3267.96,3196.6,1459.87,1146.17
25/12/2006,546.13,3257.6,3185.26,1459.87,1146.17
26/12/2006,545.28,3265.92,3194.6,1465.23,1144.35
27/12/2006,551.94,3283.13,3210.69,1475.9,1153.26
28/12/2006,552.66,3284.14,3207.85,1474.3,1163.57
29/12/2006,554.26,3287.04,3208.28,1467.92,1168.19
01/01/2007,554.26,3287.04,3208.28,1467.92,1168.19
02/01/2007,565.57,3298.94,3217.2,1467.97,1180.45
03/01/2007,562.39,3286.45,3202.64,1464.68,1175.5
04/01/2007,555.97,3315.52,3240.03,1465.49,1153.16
05/01/2007,546.92,3288.32,3206.36,1456.28,1149.03
08/01/2007,547.57,3291.36,3210.15,1459.65,1140.69
09/01/2007,548.37,3300.01,3218.8,1458.65,1153.26
10/01/2007,541.66,3236.68,3155.84,1462.15,1134.12
11/01/2007,548.22,3205,3121.54,1472.12,1143.92
12/01/2007,551.57,3260.41,3177.41,1480.73,1160.68
15/01/2007,553.86,3294.85,3208.04,1481.53,1173.31
16/01/2007,551.5,3286.99,3199.62,1482.26,1169.94
17/01/2007,550.47,3300.73,3213.35,1480.94,1171.66
18/01/2007,549.95,3299.11,3209.02,1475.51,1180.14
19/01/2007,554.34,3295.78,3203.83,1480.6,1182.02
22/01/2007,551.81,3323.92,3227.2,1473.06,1198.25
23/01/2007,554.48,3328.1,3234.16,1479.16,1200.37
24/01/2007,557.39,3351.8,3261.51,1491.91,1192.12
25/01/2007,556.31,3333.98,3246.78,1475.98,1185.59
26/01/2007,550.03,3314.67,3229.69,1474.41,1175.88
29/01/2007,553.83,3317.92,3231.13,1472.9,1176.05
30/01/2007,557.49,3325.12,3237.23,1481.51,1184.83
31/01/2007,557.38,3320.18,3235.27,1490.93,1178.9
01/02/2007,562.96,3364.71,3277.3,1499.56,1191.15
02/02/2007,563.22,3362.34,3268.29,1501.42,1199.85
05/02/2007,561.32,3335.53,3239.73,1500.82,1198.61
06/02/2007,563.01,3361.76,3266.49,1502.11,1207.62
07/02/2007,568.68,3350.79,3253.83,1504.13,1215.35
08/02/2007,566.33,3326.19,3226.64,1502.8,1217.3
09/02/2007,567.35,3355.7,3258.72,1492.47,1216.78
12/02/2007,561.59,3349.94,3255.78,1487.19,1208.45
13/02/2007,566.8,3376.22,3292.42,1499.53,1206.39
